,station,lat,lon,field,time,student_id,x,y,times,z_dem,name
1,1.0,50.846628,6.268011,48924.287,3827.0,1.0,307680.8311447978,5636326.339715163,46210.7,156.68,2
2,2.0,50.846623,6.268009,48754.645,3939.0,1.0,307680.6698062953,5636325.789047745,46322.7,156.68,2
