id,lat,lon,mag,student_id
93,50.846463338333336,6.2680907405555555,49.130257851736886,300724
94,50.84659188333333,6.268019068333333,49.30653326851981,300724
95,50.84634253222223,6.268053366111112,49.62806189400809,300724
96,50.846317889999995,6.26801406777778,50.07322949000767,300724
97,50.84627991833334,6.267989626666666,49.340111759730746,300724
98,50.84625547722223,6.2679513388888894,48.93527990068708,300724
99,50.84621553722221,6.2678960366666665,49.050388663155694,300724
100,50.84617812444444,6.26786836388889,49.09150341578892,300724
101,50.84615472722223,6.267837731111113,49.285412488664896,300724
102,50.84611921888889,6.267802777222223,49.22068737574986,300724
103,50.84609248411763,6.267774746470589,49.468121610369,300724
104,50.84605946611109,6.26773170611111,49.341339220319476,300724
105,50.846021829444425,6.267699557777778,49.14470427376883,300724
106,50.84598983111111,6.2676664933333335,49.38201795305525,300724
107,50.84624598039217,6.267982156862746,48.13869846888951,404130
108,50.846261296296305,6.267953796296297,48.12461934770857,404130
109,50.846205588235314,6.267926274509804,46.7610523223877,404130
110,50.84618166666667,6.267888333333333,47.40365965706962,404130
111,50.846156666666644,6.267841666666668,48.417567661830354,404130
112,50.84611499999997,6.267794999999996,48.53479243687221,404130
113,50.846088333333334,6.2678116666666694,47.80618030003139,404130
114,50.84604833333333,6.2677549999999975,48.9665643964495,404130
115,50.84601699999999,6.267718777777778,49.07128519330706,404130
116,50.845989907407414,6.2676919444444446,45.98644120352609,404130
117,50.84659630499999,6.267998891111112,47.16471470424107,403196
118,50.84624818777777,6.268153666666667,47.753131811959406,403196
119,50.84623360499999,6.26814154888889,47.56149390084403,403196
120,50.846192773888895,6.268243106111111,46.2588066646031,403196
121,50.84612997555555,6.26833840888889,46.4716671534947,403196
122,50.846097138888894,6.268411129444446,44.45379709516253,403196
123,50.84605429722223,6.268485404444445,47.91114861624582,403196
124,50.84600892277777,6.268551096111111,37.08086885724749,403196
125,50.8459588682353,6.268628782352941,44.756062916346956,403196
126,50.845891095000006,6.268697207222221,44.66508413042341,403196
127,50.845824935555555,6.268771603333333,47.525835745675224,403196
128,50.84580626294116,6.268844398823529,47.473776245117186,403196
129,50.84573512666666,6.268894816666667,46.60077956063407,403196
130,50.84567277222221,6.268948335555555,45.55704427446638,403196
131,50.845620517777775,6.269006907222222,46.66460898263114,403196
132,50.84564379055554,6.268844016666667,44.983631297520226,403196
149,50.84656342592592,6.26796425925926,48.74007775442941,428426
150,50.846234999999986,6.268151666666667,48.09559200831822,428426
151,50.846168333333345,6.268230000000002,48.09768545968192,428426
152,50.84610166666665,6.2683383333333325,48.334770747593474,428426
153,50.846090000000004,6.2684200000000025,47.67813655308315,428426
154,50.84602333333336,6.268488333333334,47.80443322317941,428426
155,50.846009999999985,6.2685466666666665,48.289751761300224,428426
156,50.84595166666667,6.268653333333333,47.48185599190848,428426
157,50.845865,6.268691666666668,47.91095074244908,428426
158,50.845834999999994,6.268778333333332,47.45028468540737,428426
159,50.84578666666665,6.268853333333336,48.56490364074707,428426
160,50.84573,6.268911666666667,47.790094266619,428426
161,50.84568000000001,6.268998333333332,48.72016498020717,428426
162,50.84562166666669,6.269014999999998,47.6674923488072,428426
163,50.84564333333333,6.268870000000003,48.41955201285226,428426
179,50.84659833333332,6.2680349999999985,49.00006337847029,428402
180,50.846331666666664,6.2680799999999985,49.017893600463864,428402
181,50.846305000000015,6.268091666666665,48.50143481663295,428402
182,50.84626666666667,6.268015000000002,48.06441792079381,428402
183,50.84621833333335,6.2679849999999995,48.82904069083077,428402
184,50.846180000000004,6.267936666666667,48.1007816859654,428402
185,50.84613666666667,6.267876666666666,48.704028483799526,428402
186,50.84610166666665,6.267849999999999,48.48433679853167,428402
187,50.84603166666669,6.267809999999998,48.13790081569127,428402
188,50.84599500000001,6.267741666666666,48.26072207859584,428402
189,50.845953333333334,6.267686666666664,48.34624982561384,428402
201,50.846565068749996,6.26799156375,51.14999765668597,428349
202,50.846360903333334,6.268056254444444,50.25810982840402,428349
203,50.846316182222225,6.26801359388889,50.49019328526088,428349
204,50.84627541055555,6.26799998,50.28200814383371,428349
205,50.84622584722223,6.267964907222222,50.385470962524415,428349
206,50.84618229944445,6.267913293333333,50.26073728288923,428349
207,50.84616675666666,6.267874555000001,50.054851695469445,428349
208,50.84608735722223,6.267795953333334,50.01346277509417,428349
209,50.84606429722222,6.267739656111111,50.15916126796177,428349
210,50.8460122488889,6.26771608222222,49.95412107195173,428349
211,50.84598187944445,6.267642511666667,49.91335378374372,428349
212,50.84660092592591,6.268027777777779,48.99462307521275,4390933
213,50.846339629629654,6.267993888888888,48.52659465244838,4390933
214,50.84629907407409,6.267946944444448,48.4766894204276,4390933
215,50.846254074074096,6.267904074074072,48.99808393205915,4390933
216,50.846194999999994,6.267843137254901,48.502997970581056,4390933
217,50.84615675925924,6.267778425925928,48.36147199358259,4390933
218,50.84610166666665,6.267755092592591,48.19965689522879,4390933
219,50.84605675925925,6.267693796296293,48.013433183942524,4390933
220,50.8460037037037,6.267657407407405,48.578914751325335,4390933
221,50.845912407407404,6.267581944444446,48.931657682146344,4390933
222,50.84587314814814,6.267539537037035,47.775443703787666,4390933
223,50.84582666666666,6.267483425925924,48.051790019444056,4390933
224,50.84577666666667,6.267476666666666,48.21744335719517,4390933
225,50.84574231481479,6.267472962962962,48.18232786996024,4390933
226,50.845720000000014,6.267404999999998,48.355378123692105,4390933
227,50.84569833333332,6.267323333333335,50.23301451546805,4390933
228,50.84571138888891,6.267248240740739,49.438692038399836,4390933
229,50.84568000000001,6.267148333333335,49.52681655883789,4390933
