,Measured distance,Measured anomaly
0,0.015739382578915342,24.060746027499178
1,0.4846168589985013,24.324043577121245
2,0.5454460015763488,21.50641941980637
3,0.7294635785954184,21.747671129503793
4,0.7318598936512718,21.29161854762355
5,0.9706557613533303,24.613328052091784
6,1.075251532739273,19.177330919940694
7,1.0983168482193697,27.433017221629107
8,1.1132996988772046,22.022818694474196
9,1.1793098110843323,19.40508673051378
10,1.1807935560282248,18.98190672142112
11,1.4484787666868313,19.67268304467928
12,1.4508943174534241,18.803811745018663
13,1.4567789980750292,24.93109761860414
14,1.5447758223336494,27.7636999160644
15,1.5554641306388737,22.33405412426174
16,1.6050580307896753,17.08183492949918
17,1.6765491505064913,17.302955281456896
18,1.6775931704385467,16.896700917080608
19,1.7921636473331513,30.815683146396633
20,1.8775355506522138,16.732099384899666
21,1.9429232683196191,25.27632649235003
22,2.0097457845737376,28.112991083712807
23,2.134864775874212,15.222140935347662
24,2.1699479204775862,16.56271739731131
25,2.189921271317321,15.039767000417095
26,2.2055829878215345,31.174970503700468
27,2.346609484560422,14.878579965657721
28,2.4828486122030164,28.478109606844274
29,2.500301065720961,34.44032007614973
30,2.586524754695191,14.712620867444855
31,2.643871295784707,31.540203172317316
32,2.708981802115418,13.408602962514005
33,2.8371470357831927,13.24200437608315
34,2.8890063820342005,14.504341700502447
35,2.8942986251857135,34.81071999773463
36,3.038574918654376,13.067825480143252
37,3.0964863759335475,31.907850209481733
38,3.2132949656751113,38.26104465536278
39,3.2998765287596394,12.8481172350783
40,3.312874428561952,35.17276734635725
41,3.339703795514809,11.814711864620014
42,3.51242874310613,11.621553803585513
43,3.5949182166081033,38.62119770514938
44,3.608066796598994,12.533072742251761
45,3.740775754329766,11.376773866834787
46,3.747802391035136,35.52294000914527
47,3.9285019915019816,42.21719304869666
48,3.999290282903929,38.95802097854231
49,4.0003455750775485,10.36056984038901
50,4.015266385663944,11.030971729940946
51,4.202262758184672,10.077651620516722
52,4.301629189047335,42.542697437432054
53,4.32712819164073,10.524515060666914
54,4.420172155574941,39.268607226720555
55,4.448367474983064,9.68536921970187
56,4.644899944963297,46.23369353168039
57,4.678248843209603,8.931800955121092
58,4.695488557972884,42.830121212069116
59,4.731770010422779,9.125747461663504
60,4.900507437261304,8.477736993378727
61,5.011855406604451,46.498247646031004
62,5.0461901476011395,8.333944276935814
63,5.159132425292313,7.847502859316273
64,5.362011501375954,50.223400088445345
65,5.366876558057819,7.383736410904316
66,5.397685343724821,46.71101480470983
67,5.448948059571954,6.979312123531745
68,5.604019827630853,6.665895877254245
69,5.724288584098418,50.40026045477288
70,5.7652524546011525,5.8091048017427225
71,5.871918409062762,5.702908138447972
72,6.062575359424618,5.552109952191546
73,6.0795841482681485,54.091631722154816
74,6.103810742671514,50.513302952452506
75,6.1665652280716055,4.435038648081271
76,6.311038548679049,4.4766155926753495
77,6.438196114144555,54.155224477409625
78,6.48431499517063,2.805556262412
79,6.586069273267979,3.0928754817828663
80,6.763163477889433,3.268790115675654
81,6.79747186374614,57.74259336781684
82,6.812643270248339,54.14503176745799
83,6.8844842012178,1.3494601852500576
84,7.02050433644401,1.7521836181853199
85,7.153136575090284,57.670104270496836
86,7.203377700531301,-0.7966402194432733
87,7.225852460993966,2.046097624013372
88,7.301184519142222,-0.12158321718187048
89,7.467264873929691,0.3810455713056906
90,7.515584361954198,61.08693642865077
91,7.523417795159958,57.51608212569799
92,7.602619480301257,-2.3896811885174025
93,7.731743590029166,-1.6374981481175328
94,7.86882842361464,60.859717560942194
95,7.922440525312355,-5.0760335465770385
96,7.924266475404862,-1.0517309957665821
97,8.017006082176264,-4.040340936533577
98,8.173971703997896,-3.227076718144433
99,8.233862830140149,64.04930213617962
100,8.235631521266724,60.54540714031734
101,8.258511859114092,-8.186574828041044
102,8.320915060046374,-6.8457142279480845
103,8.444308201235456,-5.774549192309152
104,8.58508374445817,63.65390235676533
105,8.626074356222604,-4.915617462237471
106,8.641503439015873,-10.055285162987321
107,8.733360287558721,-8.70632741844533
108,8.882662122290554,-7.61430704804938
109,8.948940832764375,63.16785613645776
110,8.976984419709158,-13.65097668443876
111,9.03933272771416,-12.019488255296352
112,9.157888801117355,-10.676425792224244
113,9.301772372365612,66.00292563647645
114,9.330510311104105,-9.575589330288832
115,9.360566422364736,-15.693453048171143
116,9.450126006760295,-14.094387129977665
117,9.592896516718783,-12.76829895992343
118,9.663103110876085,65.33899547371715
119,9.695544578198854,-19.688650876650957
120,9.757845516753434,-17.845075622706908
121,9.87226508104862,-16.288852507567174
122,10.018801319856461,67.8797259447035
123,10.037021010091749,-14.986536366024568
124,10.079629459913898,-21.888816726112374
125,10.167216207776333,-20.111758299209924
126,10.304355632791395,-18.604113414593687
127,10.377942266462927,67.03660981966863
128,10.414174201762924,-26.16952087250057
129,10.476433855850415,-24.19735205655199
130,10.587275976010902,-22.49196349413764
131,10.736102400168038,69.27844540438389
132,10.74519721103066,-21.0331111142982
133,10.798692540836093,-28.491854201919427
134,10.884566758146905,-26.610618647287463
135,11.016802198874178,-24.976114454785495
136,11.09332744857625,68.25855774473436
137,11.13285983843193,-32.92829459118683
138,11.19508319612038,-30.908668327588313
139,11.302801051485334,-29.117233221844415
140,11.453624484543736,70.20992742462934
141,11.454730013908751,-27.54658101612939
142,11.517755656321176,-35.323308655892205
143,11.602129367704801,-33.407449590238706
144,11.730056291931467,-31.698006940068847
145,11.809159424046333,69.01786769227742
146,11.851591297565959,-39.78145664540012
147,11.913782499929221,-37.78802071995529
148,12.018748473421903,-35.96811013478116
