,Unnamed: 0,station,lat,lon,altitude,magx,magy,magz,field,mag_abs_std,time,unix_time,mag_count,student_id_list,x,y,times,z_dem,name
0,0,0.0,50.84656343,6.267964259,156.7708393,19.77667743,0.741643786,-44.38438078,48740.07775,0.317015034,1390.577,1657360123.0,70.0,428426.0,307677.2756641201,5636319.282864889,42523.0,156.91,428426
15,15,15.0,50.84658667,6.268023333,151.287524,18.41579206,-1.391055264,-45.71172382,49303.194859999996,0.429143142,3434.384,1657362167.0,70.0,428426.0,307681.5291702391,5636321.71271981,44567.0,156.78,428426
30,30,30.0,50.846595,6.268023333,155.5875442,19.50468355,1.958683426,-44.53686011,48662.23662,0.328370568,5243.784,1657363977.0,70.0,428426.0,307681.5634388364,5636322.638809881,46377.0,156.77,428426
99,99,99.0,50.84660667,6.267995,157.5875909,20.12612528,1.04922095,-44.07033882,48463.66267,0.305677756,2634.037,1657370277.0,70.0,428426.0,307679.617242869,5636324.010018396,52677.0,156.75,428426
