,Unnamed: 0,station,lat,lon,altitude,magx,magy,magz,field,mag_abs_std,time,unix_time,mag_count,student_id_list,x,y,times,z_dem,name
0,0,0.0,50.84673588,6.26787807,127.7353484,19.90259356,1.134556375,-44.54741445,48807.11779,0.338287332,45.978,1657360562.0,70.0,433263.0,307671.91876272415,5636338.679527062,42962.0,156.55,433263
42,42,42.0,50.84662667,6.267998333,109.7876372,19.51645113,0.831562332,-44.49750938,48599.31248,0.322749655,3917.258,1657364434.0,70.0,433263.0,307679.9341128397,5636326.224843163,46834.0,156.69,433263
69,69,69.0,50.84661333,6.268005,106.4876006,19.72469412,1.054267308,-44.08541734,48310.71576,0.331750344,6892.657,1657367409.0,70.0,433263.0,307680.34848679346,5636324.724400765,49809.0,156.71,433263
