,Unnamed: 0,station,lat,lon,altitude,magx,magy,magz,field,mag_abs_std,time,unix_time,mag_count,student_id_list,x,y,times,z_dem,field_alt,anomaly,name
0,0,0.0,50.84659833,6.268035,154.9875448,19.66281117,2.65053181,-44.80228075,49000.06338,0.264285028,105.588,1657360080.0,70.0,428402.0,307682.3983145233,5636322.978637196,42480.0,156.77,49000.06338,387.2216499999995,428402
1,1,1.0,50.84633167,6.26808,159.5868691,19.57167495,6.260373047,-44.50152566,49017.8936,0.304216272,112.128,1657360087.0,0.0,428402.0,307684.4686372739,5636293.215437624,42487.0,158.07,49017.86359450589,405.05187000000296,428402
2,2,2.0,50.846305,6.268091667,158.9867969,20.01655802,0.104651349,-44.17677547,48501.43482,0.320550149,115.301,1657360090.0,0.0,428402.0,307685.18010451645,5636290.220007226,42490.0,157.66,48501.41449420996,-111.40690999999788,428402
3,3,3.0,50.84626667,6.268015,156.5867536,19.40025934,0.434557799,-43.97109015,48064.41792,0.331691177,283.97,1657360259.0,70.0,428402.0,307679.6262140556,5636286.158334602,42659.0,157.85,48064.39347723916,-548.4238100000002,428402
4,4,4.0,50.84621833,6.267985,156.5866559,19.69199769,3.820580183,-44.51744919,48829.04069,0.322506949,408.672,1657360383.0,70.0,428402.0,307677.31579612335,5636280.862257066,42783.0,158.03,48829.01171979764,216.19896000000153,428402
5,5,5.0,50.84618,6.267936667,158.6865943,19.09806361,-0.323548222,-44.14432531,48100.781689999996,0.315047143,519.83,1657360495.0,70.0,428402.0,307673.75618327665,5636276.726794311,42895.0,158.24,48100.74839552036,-512.0600400000039,428402
6,6,6.0,50.84613667,6.267876667,157.7865281,20.02436011,4.01541729,-44.21338577,48704.02848,0.2998353,658.747,1657360633.0,70.0,428402.0,307669.3548101155,5636272.065845626,43033.0,158.33,48703.9927039628,91.18675000000076,428402
7,7,7.0,50.84610167,6.26785,153.7864605,19.91128387,1.214033147,-44.18845188,48484.336800000005,0.358281844,784.075,1657360759.0,70.0,428402.0,307667.33385310206,5636268.24416911,43159.0,158.49,48484.297532555844,-128.5049299999955,428402
8,8,8.0,50.84603167,6.26781,153.4863167,19.27370322,0.776898146,-44.10223378,48137.900819999995,0.27920799,1055.206,1657361030.0,70.0,428402.0,307664.23044973915,5636260.566087241,43430.0,158.75,48137.85593977441,-474.9409100000048,428402
9,9,9.0,50.845995,6.267741667,156.7862721,19.41331212,1.439854601,-44.15894165,48260.72208,0.346949475,1278.041,1657361253.0,70.0,428402.0,307659.26993433386,5636256.667278842,43653.0,158.6,48260.680493955006,-352.11965000000055,428402
10,10,10.0,50.84595333,6.267686667,155.7862067,19.48511606,-0.001484707,-44.24442607,48346.24983,0.340054018,1290.341,1657361265.0,0.0,428402.0,307655.2272897052,5636252.177868684,43665.0,158.6,48346.20817025613,-266.59189999999944,428402
11,11,11.0,50.84657,6.26804,153.3874728,19.8020468,-0.042374556,-44.54374025,48748.13636,0.333618137,1577.345,1657361552.0,70.0,428402.0,307682.6336918246,5636319.8160192305,43952.0,156.8,48748.13567137589,135.2946299999967,428402
12,12,12.0,50.84589833,6.267663333,155.1527552,19.31150529,0.006320286,-44.32002384,48345.942030000006,0.275168665,1687.17,1657361662.0,70.0,428402.0,307653.35862323095,5636246.124010164,44062.0,159.4,48345.88215874248,-266.8996999999945,428402
13,13,13.0,50.84585833,6.267591667,150.586038,19.36768894,1.024766527,-44.4979957,48542.2875,0.298395815,1690.602,1657361665.0,0.0,428402.0,307648.1497897878,5636241.863680192,44065.0,159.03,48542.235842744085,-70.55423000000155,428402
