,Unnamed: 0,station,lat,lon,altitude,magx,magy,magz,field,mag_abs_std,time,unix_time,mag_count,student_id_list,x,y,times,z_dem,field_alt,anomaly,name
37,37,37.0,50.84591244,6.268052512,158.8339439,19.6603647,0.558001168,-43.64992599,47877.63955,0.294672702,8510.493,1657365026.0,70.0,403196.0,307680.8092651536,5636246.679019094,47426.0,160.69,47877.55117666866,144.77846750000754,403196
38,38,38.0,50.84582898,6.268053916,154.5862668,19.65947176,1.530784556,-44.12516779,48332.34117,0.274010729,8668.452,1657365184.0,70.0,403196.0,307680.56474970607,5636237.396674517,47584.0,161.05,48332.24376438762,599.4800875000074,403196
39,39,39.0,50.84577439,6.268112731,153.4079483,19.32109628,1.281718189,-43.93740681,48016.3353,0.285893079,8865.813,1657365382.0,70.0,403196.0,307684.4799182481,5636231.174436832,47782.0,161.09,48016.237626864015,283.4742175000065,403196
40,40,40.0,50.84577425,6.268114523,153.4036371,19.64393161,1.401586778,-43.71626086,47948.78404,0.279745345,8993.576,1657365509.0,70.0,403196.0,307684.60547366145,5636231.154205199,47909.0,161.07,47948.68695582808,215.9229575000063,403196
41,41,41.0,50.84569496,6.268378216,155.0364832,19.32992695,1.221971117,-43.92243042,48007.18068,0.29829288,9137.515,1657365653.0,70.0,403196.0,307702.83957056096,5636221.652387655,48053.0,160.5,48007.09636254523,274.31959750000533,403196
42,42,42.0,50.84563326,6.26848914,151.6139901,17.20830176,-2.825412904,-44.42895366,47730.209129999996,0.322948862,9248.306,1657365764.0,70.0,403196.0,307710.3932777733,5636214.504015873,48164.0,160.47,47730.1259732476,-2.651952499996696,403196
43,43,43.0,50.84555411,6.268549683,155.3431867,18.71025186,0.823802148,-44.42566387,48213.859560000004,0.284729319,9371.961,1657365888.0,70.0,403196.0,307714.329111721,5636205.5468377,48288.0,160.32,48213.77896599634,480.9984775000121,403196
44,44,44.0,50.8455508,6.268717376,153.8222435,17.15233601,-2.793789254,-44.82032509,48072.781370000004,0.324252393,9502.333,1657366018.0,70.0,403196.0,307726.1187589505,5636204.742189421,48418.0,160.08,48072.70644448174,339.9202875000119,403196
45,45,45.0,50.8455536,6.268823428,153.526707,17.86867196,-2.05194569,-44.76452201,48244.555609999996,0.275049375,9656.783,1657366172.0,70.0,403196.0,307733.594864312,5636204.777343783,48572.0,159.63,48244.4906393941,511.69452750000346,403196
46,46,46.0,50.84655471,6.268021158,150.0030221,18.48563099,-0.207934965,-44.44920485,48142.26074,0.333324125,9802.046,1657366318.0,70.0,403196.0,307681.2446042348,5636318.165222652,48718.0,156.87,48142.25847311529,409.39965750000556,403196
47,47,47.0,50.84633345,6.267958087,153.8652653,16.8448022,-3.491909838,-43.95566423,47283.68596,0.506656778,10349.25,1657366865.0,70.0,403196.0,307675.895120223,5636293.730850268,49265.0,158.13,47283.655680199445,-449.1751224999898,403196
48,48,48.0,50.84630591,6.267904107,154.303371,20.00900593,4.004329913,-44.05165182,48550.64921,0.309816849,11266.656,1657367782.0,70.0,403196.0,307671.9824403608,5636290.809677928,50182.0,158.31,48550.61400385159,817.7881275000109,403196
49,49,49.0,50.84626352,6.267867983,156.2375534,19.84002696,0.219844663,-43.91583061,48192.44308,0.290162484,11385.767,1657367901.0,70.0,403196.0,307669.26545681537,5636286.191047221,50301.0,158.4,48192.40609128123,459.58199750000495,403196
50,50,50.0,50.84626298,6.267867398,156.8883974,16.6233425,-5.013404335,-44.14874769,47444.59773,0.314141803,11425.581,1657367941.0,70.0,403196.0,307669.22205995285,5636286.132536286,50341.0,158.4,47444.56131526834,-288.263352499991,403196
51,51,51.0,50.84617783,6.267756586,155.7586513,19.15472502,-0.539118771,-43.99837674,47991.90341,0.349340683,11472.087,1657367988.0,70.0,403196.0,307661.0722231113,5636276.954592501,50388.0,158.74,47991.858891871816,259.04232750000665,403196
52,52,52.0,50.84610119,6.267672834,157.1035074,17.77009566,-3.792604715,-43.98936343,47595.71424,0.264670531,11513.574,1657368029.0,70.0,403196.0,307654.86199800717,5636268.652275607,50429.0,158.92,47595.666055320085,-137.14684249999118,403196
53,53,53.0,50.84610051,6.267671855,156.8794836,17.49622517,-3.392700897,-43.76941223,47260.56104,0.365010179,11564.142,1657368080.0,70.0,403196.0,307654.7902930319,5636268.579226546,50480.0,158.92,47260.51319462059,-472.30004249999183,403196
54,54,54.0,50.84598822,6.26755636,152.3842606,16.35378767,-5.345204905,-43.55591327,46832.899150000005,0.258530576,11603.6,1657368119.0,70.0,403196.0,307646.1991213288,5636256.3962066,50519.0,158.93,46832.85151705174,-899.9619324999876,403196
55,55,55.0,50.84591173,6.267447797,151.4635997,17.77452469,-3.749519324,-43.80294653,47422.70279,0.28956417,11681.129,1657368197.0,70.0,403196.0,307638.2431309798,5636248.17521612,50597.0,159.5,47422.64182907609,-310.15829249998933,403196
56,56,56.0,50.84585324,6.26742434,155.9729369,17.70201511,-4.0162973,-43.58260389,47214.02642,0.318712421,11745.896,1657368262.0,70.0,403196.0,307636.3514255728,5636241.733681997,50662.0,159.23,47213.97172989294,-518.8346624999904,403196
57,57,57.0,50.84577959,6.267354108,154.7666711,15.60712688,-5.129692228,-44.2202119,47204.43546,0.34883606,11789.316,1657368305.0,70.0,403196.0,307631.1050419427,5636233.728585572,50705.0,159.31,47204.379002825204,-528.4256224999917,403196
58,58,58.0,50.84573385,6.267330206,158.4624545,17.98494944,-3.646965371,-43.62335739,47327.885109999996,0.295697537,11841.718,1657368357.0,70.0,403196.0,307629.23446698504,5636228.70569759,50757.0,159.22,47327.8305108588,-404.9759724999967,403196
59,59,59.0,50.8457181,6.267218909,155.2001017,18.89063642,-2.309828888,-43.60925391,47583.11501,0.314263626,11882.848,1657368399.0,70.0,403196.0,307621.335922497,5636227.244639152,50799.0,159.47,47583.05451503515,-149.746072499991,403196
60,60,60.0,50.84570069,6.267110724,153.9525506,18.81779834,-1.455948306,-44.07858385,47951.39433,0.338255286,11937.893,1657368454.0,70.0,403196.0,307613.6495825231,5636225.590933794,50854.0,159.53,47951.33201208578,218.53324750001048,403196
61,61,61.0,50.84564897,6.267060576,156.8482469,14.46247515,-5.50656739,-44.7155159,47363.27934,0.351362116,11979.586,1657368495.0,70.0,403196.0,307609.9070291242,5636219.971605029,50895.0,159.48,47363.21890150391,-369.5817424999914,403196
62,62,62.0,50.8455684,6.266982788,156.2084298,19.24379452,-0.381445194,-43.69803047,47751.51743,0.315964189,12023.214,1657368539.0,70.0,403196.0,307604.1002690336,5636211.216888337,50939.0,159.74,47751.450650035375,18.65634750000754,403196
63,63,63.0,50.84551029,6.266940864,155.632897,16.71935231,-4.459443583,-44.53155163,47810.54589,0.287976182,12061.784,1657368577.0,70.0,403196.0,307600.91025423637,5636204.8657283345,50977.0,159.77,47810.47835210644,77.6848075000089,403196
64,64,64.0,50.84543405,6.266886198,157.2423904,17.71855654,-2.935866863,-43.55986573,47119.72585,0.30505932,12099.003,1657368615.0,70.0,403196.0,307596.7487561697,5636196.532163313,51015.0,159.77,47119.65928796918,-613.1352324999898,403196
65,65,65.0,50.84536565,6.266776837,156.1167728,18.80119087,-0.459161937,-44.04409458,47893.38706,0.337295646,12137.554,1657368653.0,70.0,403196.0,307588.76972876204,5636189.212731992,51053.0,159.97,47893.314894760544,160.5259775000086,403196
66,66,66.0,50.84530186,6.266708601,155.6218682,19.81211649,0.583467497,-43.84993243,48125.7637,0.361320956,12176.348,1657368692.0,70.0,403196.0,307583.7042973527,5636182.298667763,51092.0,159.96,48125.69141122826,392.9026175000108,403196
67,67,67.0,50.84524292,6.266616976,154.20311,19.26093445,-0.900966219,-43.63143463,47703.76178,0.329834123,12236.517,1657368752.0,70.0,403196.0,307577.01254364755,5636175.984755906,51152.0,160.18,47703.68518339779,-29.09930249999161,403196
68,68,68.0,50.84518923,6.266543576,154.4698019,19.06642742,-1.783922953,-43.3686997,47412.529480000005,0.308741571,12255.467,1657368771.0,70.0,403196.0,307571.6251799434,5636170.207029309,51171.0,160.13,47412.45446728093,-320.33160249998764,403196
69,69,69.0,50.84510386,6.266535252,156.5590032,15.92533986,-4.847466442,-44.04578661,47095.384869999994,0.316453954,12285.855,1657368802.0,70.0,403196.0,307570.68789554737,5636160.737691651,51202.0,160.24,47095.307919700375,-637.4762124999979,403196
70,70,70.0,50.84503015,6.266610483,153.5159969,17.42655311,-4.227942215,-43.88853929,47433.28073,0.341090814,12327.436,1657368843.0,70.0,403196.0,307575.6797791079,5636152.346921859,51243.0,160.54,47433.19652711667,-299.58035249999375,403196
71,71,71.0,50.84497631,6.266673678,156.5188331,20.91475154,1.334645043,-43.65542352,48499.24834,0.396872578,12363.715,1657368879.0,70.0,403196.0,307579.9062830675,5636146.1965724295,51279.0,160.75,48499.15744907977,766.387257500006,403196
72,72,72.0,50.84491915,6.266805453,158.2938879,18.25179858,-3.352644566,-44.15361176,47909.65266,0.3111163,12399.598,1657368915.0,70.0,403196.0,307588.9462779106,5636139.498425849,51315.0,160.48,47909.56896502399,176.7915775000074,403196
73,73,73.0,50.84485693,6.26689304,155.4339763,18.71745995,-1.262289822,-43.53857351,47409.92295,0.284935451,12429.906,1657368946.0,70.0,403196.0,307594.85520423757,5636132.352883712,51346.0,160.49,47409.83990477895,-322.9381324999922,403196
74,74,74.0,50.84479668,6.266972097,157.3422941,19.98299242,-0.632277955,-43.71346218,48118.9349,0.370741891,12471.397,1657368987.0,70.0,403196.0,307600.1718513203,5636125.448588957,51387.0,160.6,48118.84812048456,386.07381750000786,403196
75,75,75.0,50.84473593,6.267087042,156.152226,17.26499786,-4.508118592,-43.9375261,47429.2802,0.330263707,12506.975,1657369023.0,70.0,403196.0,307608.0125162911,5636118.395209034,51423.0,160.46,47429.197790864186,-303.5808824999913,403196
76,76,76.0,50.84467187,6.267155109,155.0115454,19.76843826,1.55318187,-43.98433903,48254.83644,0.263586128,12566.325,1657369082.0,70.0,403196.0,307612.5399597215,5636111.095983625,51482.0,160.62,48254.74896095852,521.9753575000068,403196
77,77,77.0,50.84462658,6.267276868,158.5869881,19.5896443,0.353374662,-44.21695033,48378.3189,0.315613936,12602.176,1657369118.0,70.0,403196.0,307620.9239005459,5636105.74364052,51518.0,160.21,48378.24053688166,645.4578175000061,403196
78,78,78.0,50.84456336,6.267408554,157.261171,17.01012233,-4.249861979,-44.12380022,47496.95124,0.327307116,12672.873,1657369189.0,70.0,403196.0,307629.9328194708,5636098.372078497,51589.0,160.9,47496.858872713485,-235.9098424999902,403196
79,79,79.0,50.84465665,6.26742555,158.1211679,17.5998561,-4.327969027,-43.82027392,47426.55836,0.310438392,12711.207,1657369227.0,70.0,403196.0,307631.5129839564,5636108.699340291,51627.0,161.69,47426.448487500296,-306.3027224999896,403196
81,81,81.0,50.84481816,6.267476675,157.8900236,19.68256585,0.386337617,-44.61862422,48781.06891,0.314202037,12798.315,1657369314.0,70.0,403196.0,307635.77609078784,5636126.522069811,51714.0,162.52,48780.93683478193,1048.2078275000094,403196
82,82,82.0,50.84491831,6.267580873,159.411073,19.51902212,1.699326938,-44.57558349,48695.059479999996,0.290998103,12841.312,1657369357.0,70.0,403196.0,307643.5223599101,5636137.384836674,51757.0,162.69,48694.92373971289,962.1983975000039,403196
87,87,87.0,50.84528258,6.267962764,158.5718006,19.41059946,0.979876593,-43.99172739,48104.56073999999,0.308583121,13055.739,1657369571.0,70.0,403196.0,307671.9011130328,5636176.887917122,51971.0,163.27,48104.41350817784,371.6996575000012,403196
88,88,88.0,50.84537465,6.268008818,158.9386525,19.19182118,-0.717731047,-44.245218,48238.47318,0.306658752,13088.769,1657369604.0,70.0,403196.0,307675.52145397273,5636187.003873931,52004.0,163.32,48238.32440261416,505.61209750000853,403196
89,89,89.0,50.84543666,6.267951987,161.4739858,20.14254219,4.439212622,-44.24989188,48824.53755,0.282078865,13122.711,1657369638.0,70.0,403196.0,307671.7764290164,5636194.045870428,52038.0,163.01,48824.39409197729,1091.6764675000086,403196
90,90,90.0,50.84558945,6.267961763,155.1743858,17.51717766,-2.996791366,-44.35395203,47785.69194,0.3215998,13164.132,1657369680.0,70.0,403196.0,307673.0930891936,5636211.0068764435,52080.0,161.43,47785.58708572938,52.83085750000464,403196
91,91,91.0,50.84564147,6.268091564,157.691338,19.55158408,3.61288038,-44.45368789,48703.5674,0.342848269,13216.326,1657369732.0,70.0,403196.0,307682.44326633244,5636216.452148051,52132.0,161.26,48703.46443029577,970.7063175000076,403196
92,92,92.0,50.84571821,6.268243076,159.0266242,19.52573073,4.903780399,-44.23536857,48609.55304,0.317654051,13252.726,1657369768.0,70.0,403196.0,307693.4232575401,5636224.589146869,52168.0,160.64,48609.46446013207,876.6919575000065,403196
93,93,93.0,50.84570595,6.268412877,157.8550977,19.26887959,2.478351395,-44.41430037,48481.499149999996,0.332041291,13290.355,1657369806.0,70.0,403196.0,307705.3244210703,5636222.783941868,52206.0,160.73,48481.40874891354,748.6380675000037,403196
94,94,94.0,50.84547561,6.268865783,155.3334126,19.66901872,0.738550186,-44.22096252,48410.54197,0.361635632,13345.983,1657369862.0,70.0,403196.0,307736.25533149275,5636195.996503576,52262.0,159.84,48410.47198888386,677.6808875000061,403196
95,95,95.0,50.84556606,6.268981509,154.4685259,18.69416992,-1.282834894,-44.05472134,47888.46027,0.331812846,13452.683,1657369968.0,70.0,403196.0,307744.7728141557,5636205.750999067,52368.0,159.43,47888.400288805446,155.59918750001088,403196
96,96,96.0,50.84561099,6.269076564,154.9253468,17.22075795,-3.926827979,-44.20238909,47612.153139999995,0.340963028,13484.59,1657370000.0,70.0,403196.0,307751.6481285369,5636210.498625433,52400.0,159.53,47612.09126296562,-120.70794249999744,403196
97,97,97.0,50.84565598,6.269141725,153.4113654,17.6404623,-2.37323339,-44.29954741,47743.197250000005,0.329702291,13518.724,1657370034.0,70.0,403196.0,307756.4195585716,5636215.330757544,52434.0,159.42,47743.13767555911,10.33616750001238,403196
99,99,99.0,50.84582175,6.268976399,152.7137169,12.5781427,-8.316758888,-43.95023526,46551.09716,0.401647102,13586.741,1657370102.0,70.0,403196.0,307745.46463752433,5636234.190711555,52502.0,159.06,46551.04696412204,-1181.7639224999948,403196
100,100,100.0,50.84659567,6.267994797,148.0623935,20.21324801,3.064924431,-43.65204795,48206.456379999996,0.295305722,13627.706,1657370143.0,70.0,403196.0,307679.55770167976,5636322.78761905,52543.0,156.77,48206.456379999996,473.59529750000365,403196
101,101,101.0,50.84642586,6.268160069,152.3715026,19.89677928,1.938330126,-44.17349036,48488.63738,0.341116985,14178.812,1657370695.0,70.0,403196.0,307690.49175510043,5636303.478506225,53095.0,156.99,48488.63235697206,755.7762975000078,403196
102,102,102.0,50.84628167,6.268438292,151.8987651,18.27038738,-1.993525105,-44.2744933,47944.92084,0.335789769,14238.298,1657370754.0,70.0,403196.0,307709.48133955814,5636286.723589249,53154.0,157.15,47944.91226114923,212.05975750000653,403196
103,103,103.0,50.84604882,6.268898437,153.2719825,17.70100654,-3.214237257,-44.17785661,47707.89501,0.328101391,14289.07,1657370805.0,70.0,403196.0,307740.91105538304,5636259.638266929,53205.0,156.98,47707.89029249374,-24.96607249999215,403196
104,104,104.0,50.84593309,6.269161114,153.560272,18.78289424,-0.667333673,-44.15366974,47991.93529,0.290847889,14355.524,1657370871.0,70.0,403196.0,307758.92378052295,5636246.088063997,53271.0,157.07,47991.92851058155,259.0742075000089,403196
105,105,105.0,50.8458599,6.269421266,155.6139525,17.8122685,-2.716706082,-44.28007142,47807.80264,0.321603056,14403.173,1657370919.0,70.0,403196.0,307776.9337877402,5636237.273895939,53319.0,157.11,47807.79498613818,74.94155750000937,403196
106,106,106.0,50.84570785,6.26962627,155.9736026,18.10537654,-1.560891392,-44.37447793,47973.51679,0.264307608,14466.589,1657370982.0,70.0,403196.0,307790.7379922288,5636219.836054669,53382.0,157.34,47973.50391404953,240.65570750000916,403196
107,107,107.0,50.84576707,6.269702285,155.5974074,18.97109541,-2.217810455,-43.94404989,47919.90732,0.381617664,14527.633,1657371043.0,70.0,403196.0,307796.33184780204,5636226.221994278,53443.0,157.12,47919.89942254919,187.0462375000061,403196
