,Unnamed: 0,station,lat,lon,altitude,magx,magy,magz,field,mag_abs_std,time,unix_time,mag_count,student_id_list,x,y,times,z_dem,field_alt,anomaly,name
0,0,0.0,50.846614,6.268005767,157.8086297,19.71096156,3.425222525,-44.92873235,49245.34988,0.450306708,227.353,1657359788.0,70.0,428345.0,307680.40522803756,5636324.796890558,42188.0,156.71,49245.34988,222.15896000000066,428345
2,2,2.0,50.84632845,6.267954087,158.5991493,19.59170295,4.111893415,-44.53742785,48831.219750000004,0.360359172,461.71,1657360022.0,70.0,428345.0,307675.5930106221,5636293.185392083,42422.0,158.11,48831.187559450926,-191.97116999999707,428345
3,3,3.0,50.84629393,6.267945812,158.6764044,19.23979337,3.23527176,-44.8464156,48908.091140000004,0.324552575,501.202,1657360061.0,70.0,428345.0,307674.86856065574,5636289.369174321,42461.0,157.83,48908.06534701829,-115.09977999999683,428345
4,4,4.0,50.84627365,6.267902201,158.3341201,18.92569041,-0.653580334,-44.55958775,48419.54645,0.290379088,545.868,1657360106.0,70.0,428345.0,307671.7155675857,5636287.228128016,42506.0,158.24,48419.511566913374,-603.6444699999993,428345
5,5,5.0,50.84622338,6.267850227,157.6988493,19.33895242,4.432004459,-44.91109189,49099.530360000004,0.335410277,582.87,1657360143.0,70.0,428345.0,307667.8505592436,5636281.774719852,42543.0,158.38,49099.4917502892,76.33944000000338,428345
6,6,6.0,50.84623519,6.2678193,157.5561299,19.34258802,2.242549045,-45.16121625,49182.449400000005,0.319544463,624.264,1657360184.0,70.0,428345.0,307665.7223473138,5636283.168254214,42584.0,158.48,49182.40840922342,159.25848000000406,428345
7,7,7.0,50.84616978,6.267831161,155.9068276,19.37527261,3.065617868,-44.58434252,48710.56878,0.300026054,686.097,1657360246.0,70.0,428345.0,307666.2880786951,5636275.8653858295,42646.0,158.0,48710.539191993725,-312.6221399999995,428345
8,8,8.0,50.84620649,6.267764559,156.2931733,18.58681098,2.513885982,-45.06449263,48813.50997,0.361661978,792.185,1657360352.0,70.0,428345.0,307661.75131833577,5636280.120108125,42752.0,158.82,48813.46147185006,-209.68095000000176,428345
9,9,9.0,50.8461543,6.267731991,157.0678651,18.01252978,-1.007013307,-44.46152562,47985.30955,0.279771644,846.006,1657360406.0,70.0,428345.0,307659.2442904704,5636274.402702314,42806.0,158.77,47985.26300444559,-1037.8813700000028,428345
10,10,10.0,50.84611178,6.267740683,156.3685309,17.91312068,0.723259653,-45.18109583,48609.87255,0.386878662,889.946,1657360450.0,70.0,428345.0,307659.6811396866,5636269.652889416,42850.0,158.55,48609.83043420319,-413.31837000000087,428345
11,11,11.0,50.84606555,6.267707632,159.0224828,15.13923016,-4.937278761,-44.42726222,47197.60927,0.340902632,959.763,1657360520.0,70.0,428345.0,307657.16463082784,5636264.599347193,42920.0,158.47,47197.57015571501,-1825.58165,428345
12,12,12.0,50.84601417,6.267673896,159.0922517,15.49733907,-5.463404029,-44.52381723,47460.90349,0.30523022,1024.802,1657360585.0,70.0,428345.0,307654.57871448813,5636258.975037796,42985.0,157.86,47460.87778979117,-1562.287430000004,428345
13,13,13.0,50.84596741,6.267650876,158.8136533,19.02896481,6.179369164,-45.02856462,49275.69869,0.270066576,1060.332,1657360620.0,70.0,428345.0,307652.7660526187,5636253.83644574,43020.0,158.21,49275.663886188115,252.50776999999653,428345
14,14,14.0,50.84593511,6.267561704,159.1317995,18.36939079,1.603441007,-44.67935922,48338.615849999995,0.355161988,1107.199,1657360667.0,70.0,428345.0,307646.3567382116,5636250.477767752,43067.0,158.58,48338.57328638273,-684.5750700000062,428345
15,15,15.0,50.84589091,6.267501727,158.3926049,18.7519562,6.079100432,-45.16091276,49284.48247,0.397212341,1154.297,1657360714.0,70.0,428345.0,307641.95335845125,5636245.720058886,43114.0,158.82,49284.433503920285,261.29155000000173,428345
16,16,16.0,50.8458658,6.267447762,159.7765614,17.17994314,-0.786182533,-44.97260312,48150.52196,0.357960596,1191.821,1657360752.0,70.0,428345.0,307638.0516791567,5636243.06902772,43152.0,159.13,48150.46709201607,-872.6689600000027,428345
