,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.84673588,6.26787807,127.7353484,19.90259356,1.134556375,-44.54741445,48.80711779,0.338287332,45.978,1657360562.0,70.0,433263.0
1,1.0,50.84632167,6.268093333,109.3868362,20.25896601,3.126663712,-45.12580338,49.56609786,0.319210581,216.91,1657360733.0,70.0,433263.0
2,2.0,50.84630167,6.268085,107.4867931,19.35253037,0.596638271,-44.4708525,48.50941244,0.306370563,253.184,1657360770.0,70.0,433263.0
3,3.0,50.84630167,6.268085,107.4867931,19.08507857,-4.533261878,-43.34731827,47.59420237,0.380160509,372.216,1657360889.0,70.0,433263.0
4,4.0,50.84625833,6.268048333,108.6867118,18.96866365,-2.498355307,-43.81362217,47.81031151,0.32306008,457.415,1657360974.0,70.0,433263.0
5,5.0,50.84623833,6.268033333,110.0866731,19.87497395,-1.786035623,-43.69248657,48.03779024,0.2965254,529.403,1657361046.0,70.0,433263.0
6,6.0,50.84623,6.267996667,109.7866766,19.27136045,-0.193220983,-44.15271481,48.17785138,0.353854368,634.39,1657361151.0,70.0,433263.0
7,7.0,50.84620667,6.26797,107.2866373,19.45747474,0.539081478,-44.15268113,48.26337476,0.326953464,731.267,1657361248.0,70.0,433263.0
8,8.0,50.84618833,6.26794,108.3866123,19.95407023,0.494882257,-43.86230224,48.19366651,0.324525928,814.03,1657361330.0,70.0,433263.0
9,9.0,50.84618833,6.26794,108.3866123,19.01859651,-1.695385579,-43.68781548,47.68347904,0.372432665,905.849,1657361422.0,70.0,433263.0
10,10.0,50.84613667,6.267883333,109.5865238,20.34104802,0.093836318,-43.73386105,48.23668431,0.385009657,972.289,1657361489.0,70.0,433263.0
11,11.0,50.84613667,6.267883333,109.5865238,18.97381932,-1.997816874,-43.87641106,47.84700012,0.33005675,1049.541,1657361566.0,70.0,433263.0
12,12.0,50.84607667,6.267856667,110.0863956,19.13597478,-2.223247841,-43.55834667,47.62948151,0.321856644,1112.454,1657361629.0,70.0,433263.0
13,13.0,50.84607667,6.267856667,110.0863956,19.15160689,-1.445483834,-43.78709395,47.81508233,0.336566049,1202.672,1657361719.0,70.0,433263.0
14,14.0,50.846045,6.267825,109.7863394,19.36505615,4.951896368,-44.28299555,48.58628747,0.299282256,1253.721,1657361770.0,70.0,433263.0
15,15.0,50.84603,6.267771667,110.3863375,18.93167752,-0.908417313,-44.01333258,47.92277652,0.365811624,1314.952,1657361831.0,70.0,433263.0
16,16.0,50.84599667,6.267748333,110.1862719,19.77476101,-1.511026679,-43.35759168,47.69098309,0.344183339,1370.723,1657361887.0,70.0,433263.0
17,17.0,50.84599667,6.267748333,110.1862719,19.06547045,-2.071995447,-43.39769004,47.44753527,0.317888367,1413.121,1657361930.0,70.0,433263.0
18,18.0,50.84599667,6.267748333,110.1862719,20.25756585,4.586046519,-43.69524716,48.39788502,0.412634449,1500.584,1657362017.0,70.0,433263.0
19,19.0,50.84591333,6.26768,107.6861141,19.52741923,-1.470911489,-43.51786521,47.72277903,0.336157663,1565.125,1657362082.0,70.0,433263.0
20,20.0,50.84591333,6.26768,107.6861141,19.47631907,-0.079741246,-43.85341661,47.9868788,0.332160277,1649.105,1657362166.0,70.0,433263.0
21,21.0,50.84591333,6.26768,107.6861141,20.35132294,1.084564025,-43.59640241,48.12618893,0.390510602,1708.531,1657362225.0,70.0,433263.0
22,22.0,50.84591333,6.26768,107.6861141,19.73879814,-0.308420607,-43.65562869,47.91458975,0.358074963,1808.545,1657362325.0,70.0,433263.0
23,23.0,50.84659833,6.268043333,107.1875394,19.51718878,1.098298573,-44.24641304,48.37696005,0.345838834,2279.371,1657362796.0,70.0,433263.0
24,24.0,50.845835,6.267546667,104.8860106,19.59668511,1.050112176,-43.94632312,48.13685112,0.350817496,2447.536,1657362964.0,70.0,433263.0
25,25.0,50.84581667,6.26753,105.7859769,18.98741599,-2.165537684,-43.87837018,47.86802711,0.28669457,2524.684,1657363041.0,70.0,433263.0
26,26.0,50.8458,6.267451667,106.4859872,18.9517204,-2.614922982,-43.69333981,47.70590455,0.292375674,2589.191,1657363106.0,70.0,433263.0
27,27.0,50.84577667,6.267446667,107.4859339,16.40614574,-7.379380601,-43.45989859,47.03754501,0.259108205,2655.542,1657363172.0,70.0,433263.0
28,28.0,50.84577667,6.267446667,107.4859339,18.9308294,-2.110297208,-43.72252693,47.69304434,0.291312771,2734.032,1657363250.0,70.0,433263.0
29,29.0,50.84571833,6.267438333,107.7857979,16.25916164,-8.918736594,-42.93838506,46.77369145,0.378936042,2811.254,1657363328.0,70.0,433263.0
30,30.0,50.84572,6.267383333,106.5858376,19.14274049,-4.000484354,-43.23624682,47.45477834,0.308448955,2871.257,1657363388.0,70.0,433263.0
31,31.0,50.84568333,6.267396667,106.18574,19.97786051,0.175746063,-43.48869602,47.86318169,0.313528349,2946.286,1657363463.0,70.0,433263.0
32,32.0,50.84568333,6.267396667,106.18574,18.81920507,-3.325423574,-43.51710145,47.53242002,0.363540591,3049.774,1657363566.0,70.0,433263.0
33,33.0,50.84565833,6.267345,106.1857129,19.2873994,-0.522581157,-43.81705562,47.88065033,0.294783805,3098.471,1657363615.0,70.0,433263.0
