,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.846614,6.268005767,157.8086297,19.71096156,3.425222525,-44.92873235,49.24534988,0.450306708,227.353,1657359788.0,70.0,428345.0
1,1.0,50.84633899,6.267970706,158.5128196,16.24944438,17.02917032,-44.68031327,50.59214211,0.537431022,409.467,1657359970.0,70.0,428345.0
2,2.0,50.84632845,6.267954087,158.5991493,19.59170295,4.111893415,-44.53742785,48.83121975,0.360359172,461.71,1657360022.0,70.0,428345.0
3,3.0,50.84629393,6.267945812,158.6764044,19.23979337,3.23527176,-44.8464156,48.90809114,0.324552575,501.202,1657360061.0,70.0,428345.0
4,4.0,50.84627365,6.267902201,158.3341201,18.92569041,-0.653580334,-44.55958775,48.41954645,0.290379088,545.868,1657360106.0,70.0,428345.0
5,5.0,50.84622338,6.267850227,157.6988493,19.33895242,4.432004459,-44.91109189,49.09953036,0.335410277,582.87,1657360143.0,70.0,428345.0
6,6.0,50.84623519,6.2678193,157.5561299,19.34258802,2.242549045,-45.16121625,49.1824494,0.319544463,624.264,1657360184.0,70.0,428345.0
7,7.0,50.84616978,6.267831161,155.9068276,19.37527261,3.065617868,-44.58434252,48.71056878,0.300026054,686.097,1657360246.0,70.0,428345.0
8,8.0,50.84620649,6.267764559,156.2931733,18.58681098,2.513885982,-45.06449263,48.81350997,0.361661978,792.185,1657360352.0,70.0,428345.0
9,9.0,50.8461543,6.267731991,157.0678651,18.01252978,-1.007013307,-44.46152562,47.98530955,0.279771644,846.006,1657360406.0,70.0,428345.0
10,10.0,50.84611178,6.267740683,156.3685309,17.91312068,0.723259653,-45.18109583,48.60987255,0.386878662,889.946,1657360450.0,70.0,428345.0
11,11.0,50.84606555,6.267707632,159.0224828,15.13923016,-4.937278761,-44.42726222,47.19760927,0.340902632,959.763,1657360520.0,70.0,428345.0
12,12.0,50.84601417,6.267673896,159.0922517,15.49733907,-5.463404029,-44.52381723,47.46090349,0.30523022,1024.802,1657360585.0,70.0,428345.0
13,13.0,50.84596741,6.267650876,158.8136533,19.02896481,6.179369164,-45.02856462,49.27569869,0.270066576,1060.332,1657360620.0,70.0,428345.0
14,14.0,50.84593511,6.267561704,159.1317995,18.36939079,1.603441007,-44.67935922,48.33861585,0.355161988,1107.199,1657360667.0,70.0,428345.0
15,15.0,50.84589091,6.267501727,158.3926049,18.7519562,6.079100432,-45.16091276,49.28448247,0.397212341,1154.297,1657360714.0,70.0,428345.0
16,16.0,50.8458658,6.267447762,159.7765614,17.17994314,-0.786182533,-44.97260312,48.15052196,0.357960596,1191.821,1657360752.0,70.0,428345.0
17,17.0,50.84582414,6.267401751,157.1485944,14.86600298,-6.072210673,-44.49986076,47.31031085,0.322831413,1245.179,1657360805.0,70.0,428345.0
18,18.0,50.8457645,6.267383294,157.4300034,18.24222875,1.839755331,-45.17175168,48.75466537,0.290945075,1281.709,1657360842.0,70.0,428345.0
19,19.0,50.84572409,6.267366921,157.0075629,19.22439409,3.491747754,-44.0882158,48.22526714,0.295747314,1319.69,1657360880.0,70.0,428345.0
20,20.0,50.84570937,6.267297839,158.0337899,17.61644006,-0.342964915,-44.63879275,47.99246069,0.322086647,1365.084,1657360925.0,70.0,428345.0
21,21.0,50.84566698,6.267277635,158.6999431,18.19192044,2.535672276,-44.75037809,48.37553814,0.321839736,1451.656,1657361012.0,70.0,428345.0
22,22.0,50.84569245,6.267146389,157.7806598,18.64369684,12.48889742,-40.84050642,49.44482171,1.551104659,1554.949,1657361115.0,70.0,428345.0
23,23.0,50.84567178,6.26709941,158.392948,19.12680046,0.599516136,-45.73631565,49.5797754,0.333995547,1607.153,1657361167.0,70.0,428345.0
24,24.0,50.84561266,6.267100959,159.6931352,16.77277816,-6.212764386,-43.26794128,46.82193696,0.359810701,1659.628,1657361220.0,70.0,428345.0
