,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.84656343,6.267964259,156.7708393,19.77667743,0.741643786,-44.38438078,48.74007775,0.317015034,1390.577,1657360123.0,70.0,428426.0
1,1.0,50.846235,6.268151667,155.9865883,19.60547965,-0.828928627,-43.90842394,48.09559201,0.300798485,1677.774,1657360411.0,70.0,428426.0
2,2.0,50.84616833,6.26823,153.5863759,19.16839352,-1.531352241,-44.08493663,48.09768546,0.351336301,1783.107,1657360516.0,70.0,428426.0
3,3.0,50.84610167,6.268338333,151.3861441,19.33102616,-0.460192588,-44.29504776,48.33477075,0.309377241,1890.304,1657360623.0,70.0,428426.0
4,4.0,50.84609,6.26842,153.3860629,18.82377082,0.16009309,-43.8029298,47.67813655,0.368244244,1998.564,1657360731.0,70.0,428426.0
5,5.0,50.84602333,6.268488333,152.885857,18.66496135,-3.512869474,-43.86036775,47.80443322,0.29046856,2114.465,1657360847.0,70.0,428426.0
6,6.0,50.84601,6.268546667,154.7857869,18.82730936,-2.350018178,-44.40465731,48.28975176,0.343215589,2230.866,1657360964.0,70.0,428426.0
7,7.0,50.84595167,6.268653333,155.9855764,17.94693007,-1.770421587,-43.9221041,47.48185599,0.332370328,2369.031,1657361102.0,70.0,428426.0
8,8.0,50.845865,6.268691667,154.8853414,18.2725656,-1.700854133,-44.25498924,47.91095074,0.316783274,2472.795,1657361206.0,70.0,428426.0
9,9.0,50.845835,6.268778333,157.5852126,18.54456182,-1.875128174,-43.63453827,47.45028469,0.319281217,2566.723,1657361300.0,70.0,428426.0
10,10.0,50.84578667,6.268853333,155.7850468,18.31411514,-1.928176497,-44.93630224,48.56490364,0.36095682,2649.3,1657361382.0,70.0,428426.0
11,11.0,50.84573,6.268911667,158.0848716,18.15136008,-0.251970611,-44.20664422,47.79009427,0.322208866,2782.613,1657361515.0,70.0,428426.0
12,12.0,50.84568,6.268998333,154.9846943,18.84092969,-1.438135227,-44.90539098,48.72016498,0.352680587,2878.792,1657361612.0,70.0,428426.0
13,13.0,50.84562167,6.269015,155.6845421,17.77549041,-1.895645882,-44.18726305,47.66749235,0.353458739,2980.6,1657361713.0,70.0,428426.0
14,14.0,50.84564333,6.26887,155.7846885,17.23371149,0.386531319,-45.24556694,48.41955201,0.313514312,3081.201,1657361814.0,70.0,428426.0
15,15.0,50.84658667,6.268023333,151.287524,18.41579206,-1.391055264,-45.71172382,49.30319486,0.429143142,3434.384,1657362167.0,70.0,428426.0
16,16.0,50.84612,6.268215,153.0862685,18.79991583,-1.086483414,-43.66807513,47.55712754,0.300155406,3724.388,1657362457.0,70.0,428426.0
17,17.0,50.84604333,6.268223333,153.5860772,19.20319331,-1.111723045,-44.56352528,48.53886877,0.333093299,3834.507,1657362567.0,70.0,428426.0
18,18.0,50.84604333,6.268223333,153.5860772,19.12864821,-2.582043958,-44.57829415,48.57911862,0.313450493,3961.707,1657362695.0,70.0,428426.0
19,19.0,50.84596,6.268291667,159.3858309,18.59078217,-2.862368175,-45.98637586,49.68571102,0.365769356,4077.883,1657362811.0,70.0,428426.0
20,20.0,50.84588333,6.26836,155.5856008,18.53996201,-2.373655728,-44.00027755,47.80751746,0.276331125,4077.996,1657362811.0,0.0,428426.0
21,21.0,50.84568167,6.268643333,157.4849283,19.19453632,-2.674229687,-44.56112556,48.59410613,0.351444981,4217.328,1657362950.0,70.0,428426.0
22,22.0,50.84573667,6.268625,158.8850735,19.34683268,-1.997466551,-44.38375784,48.45948661,0.275614438,4459.129,1657363192.0,70.0,428426.0
23,23.0,50.84579333,6.268553333,158.0852573,19.12414641,-1.551496081,-44.41008557,48.37908243,0.343337087,4541.087,1657363274.0,70.0,428426.0
24,24.0,50.84583333,6.268516667,158.0853781,19.30258617,-0.663823629,-44.8405383,48.82445542,0.299559922,4639.984,1657363373.0,70.0,428426.0
25,25.0,50.84590667,6.268465,156.8855893,18.82505373,-1.274504212,-44.24857603,48.10474428,0.303614467,4723.486,1657363456.0,70.0,428426.0
26,26.0,50.84595167,6.268443333,154.9857124,18.05870688,-2.650237628,-43.88835068,47.5340853,0.292934531,4809.578,1657363542.0,70.0,428426.0
27,27.0,50.84597667,6.268408333,157.8857957,18.61303646,-3.575957087,-43.97388862,47.88679602,0.326819833,4901.46,1657363634.0,70.0,428426.0
