,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.84659833,6.268035,154.9875448,19.66281117,2.65053181,-44.80228075,49.00006338,0.264285028,105.588,1657360080.0,70.0,428402.0
1,1.0,50.84633167,6.26808,159.5868691,19.57167495,6.260373047,-44.50152566,49.0178936,0.304216272,112.128,1657360087.0,0.0,428402.0
2,2.0,50.846305,6.268091667,158.9867969,20.01655802,0.104651349,-44.17677547,48.50143482,0.320550149,115.301,1657360090.0,0.0,428402.0
3,3.0,50.84626667,6.268015,156.5867536,19.40025934,0.434557799,-43.97109015,48.06441792,0.331691177,283.97,1657360259.0,70.0,428402.0
4,4.0,50.84621833,6.267985,156.5866559,19.69199769,3.820580183,-44.51744919,48.82904069,0.322506949,408.672,1657360383.0,70.0,428402.0
5,5.0,50.84618,6.267936667,158.6865943,19.09806361,-0.323548222,-44.14432531,48.10078169,0.315047143,519.83,1657360495.0,70.0,428402.0
6,6.0,50.84613667,6.267876667,157.7865281,20.02436011,4.01541729,-44.21338577,48.70402848,0.2998353,658.747,1657360633.0,70.0,428402.0
7,7.0,50.84610167,6.26785,153.7864605,19.91128387,1.214033147,-44.18845188,48.4843368,0.358281844,784.075,1657360759.0,70.0,428402.0
8,8.0,50.84603167,6.26781,153.4863167,19.27370322,0.776898146,-44.10223378,48.13790082,0.27920799,1055.206,1657361030.0,70.0,428402.0
9,9.0,50.845995,6.267741667,156.7862721,19.41331212,1.439854601,-44.15894165,48.26072208,0.346949475,1278.041,1657361253.0,70.0,428402.0
10,10.0,50.84595333,6.267686667,155.7862067,19.48511606,-0.001484707,-44.24442607,48.34624983,0.340054018,1290.341,1657361265.0,0.0,428402.0
11,11.0,50.84657,6.26804,153.3874728,19.8020468,-0.042374556,-44.54374025,48.74813636,0.333618137,1577.345,1657361552.0,70.0,428402.0
12,12.0,50.84589833,6.267663333,155.1527552,19.31150529,0.006320286,-44.32002384,48.34594203,0.275168665,1687.17,1657361662.0,70.0,428402.0
13,13.0,50.84585833,6.267591667,150.586038,19.36768894,1.024766527,-44.4979957,48.5422875,0.298395815,1690.602,1657361665.0,0.0,428402.0
14,14.0,50.84581667,6.267521667,152.1859823,19.71844839,1.384717662,-44.11070153,48.33907749,0.292256557,1882.433,1657361857.0,70.0,428402.0
15,15.0,50.845765,6.267473333,152.152555,19.16443907,0.520425408,-44.27346529,48.24752208,0.335818757,2061.749,1657362036.0,0.0,428402.0
16,16.0,50.84571333,6.267386667,154.5858192,19.02613841,-0.659821245,-44.02157931,47.96355847,0.291048317,2458.288,1657362433.0,0.0,428402.0
17,17.0,50.845675,6.267318333,153.1635483,19.10892239,-0.071609272,-44.02776811,47.99699407,0.279767435,2478.393,1657362453.0,70.0,428402.0
18,18.0,50.845615,6.267255,152.9856661,19.27955107,-0.277160147,-44.06283509,48.09810971,0.333636911,2999.753,1657362974.0,70.0,428402.0
19,19.0,50.84557,6.267205,155.4855894,18.93424715,-0.203282785,-44.80552455,48.64423512,0.326252242,3221.62,1657363196.0,70.0,428402.0
20,20.0,50.84552667,6.267138333,155.1855275,19.37909396,1.088972773,-44.5140346,48.5630115,0.317849996,3339.093,1657363314.0,70.0,428402.0
21,21.0,50.84550667,6.267091667,152.6855093,19.20272685,-0.270721238,-44.08325708,48.08656687,0.296000049,3522.214,1657363497.0,70.0,428402.0
22,22.0,50.84545667,6.267031667,159.2854269,19.02960012,0.054292263,-44.30800591,48.22256301,0.338354318,3713.591,1657363688.0,70.0,428402.0
23,23.0,50.84660667,6.26802,159.3875747,18.77266167,-0.120310061,-44.48035573,48.2808112,0.320188862,3802.849,1657363778.0,70.0,428402.0
24,24.0,50.84657667,6.267976667,151.98753,19.07082936,0.086113351,-44.50745272,48.42235598,0.261917986,3946.911,1657363922.0,70.0,428402.0
25,25.0,50.84541833,6.26695,158.9020535,19.40742087,2.009337596,-44.2703568,48.38042684,0.311143964,4059.471,1657364034.0,70.0,428402.0
26,26.0,50.84533333,6.26686,158.185239,19.15506842,-0.301074341,-44.41581475,48.37240404,0.27750632,4199.423,1657364174.0,70.0,428402.0
27,27.0,50.84526,6.266796667,158.8851022,19.07556081,0.36583897,-44.22167527,48.16325989,0.276445574,4375.611,1657364350.0,70.0,428402.0
28,28.0,50.84517833,6.26672,156.6849539,18.97506793,-0.457842193,-44.52252502,48.40115177,0.340874667,4518.254,1657364493.0,70.0,428402.0
29,29.0,50.84511667,6.266658333,159.5848443,19.04416594,0.072993231,-44.43083878,48.34167257,0.386015316,4913.402,1657364888.0,70.0,428402.0
30,30.0,50.845075,6.266711667,159.8847087,19.25741964,1.265798024,-44.6844217,48.67531733,0.312995716,4919.743,1657364894.0,0.0,428402.0
31,31.0,50.844985,6.266771667,158.9844516,19.20178193,-0.345160076,-44.23891444,48.22902985,0.279874549,9054.201,1657369029.0,70.0,428402.0
32,32.0,50.84488833,6.266908333,158.9841287,19.81687238,-0.057311903,-44.68327468,48.88221136,0.312680653,9059.508,1657369034.0,0.0,428402.0
33,33.0,50.84483194,6.267060463,159.6338935,20.06816799,-0.389696148,-44.70622962,49.00671468,0.266121588,9062.12,1657369037.0,0.0,428402.0
34,34.0,50.84466333,6.267213333,158.6833857,19.86699865,-0.809837764,-44.80918525,49.0239545,0.284698074,9310.793,1657369285.0,70.0,428402.0
35,35.0,50.84449667,6.267446667,159.3828305,20.41450097,0.794498321,-44.76804722,49.21229602,0.355702933,9456.198,1657369431.0,70.0,428402.0
36,36.0,50.84448333,6.267555,161.382728,20.00100065,0.561469453,-44.8526638,49.11479481,0.285595392,9624.237,1657369599.0,70.0,428402.0
37,37.0,50.84454,6.267675,163.9827877,19.58752417,-0.06162403,-44.79134521,48.88796915,0.33575844,9722.207,1657369697.0,70.0,428402.0
38,38.0,50.84464444,6.267828426,163.0884971,19.32785418,0.003006758,-44.61315079,48.62108814,0.336769391,9842.715,1657369817.0,70.0,428402.0
39,39.0,50.844755,6.26802,160.4830856,19.69901505,-0.697219556,-44.6641001,48.82176094,0.249868878,9858.393,1657369833.0,0.0,428402.0
40,40.0,50.84487167,6.268226667,159.8832346,19.16214006,-0.038915236,-44.51637121,48.46674734,0.314374543,9964.892,1657369940.0,70.0,428402.0
41,41.0,50.84505833,6.268448333,162.8835435,19.30424271,-0.56297008,-44.36794875,48.39025432,0.260401187,10118.997,1657370094.0,70.0,428402.0
42,42.0,50.84526833,6.268623333,162.2839393,19.5472738,-0.099931945,-44.43907852,48.54961499,0.282710064,10274.742,1657370249.0,70.0,428402.0
43,43.0,50.84547167,6.268855,159.2842821,19.58498944,0.002154534,-45.41992128,49.4636085,0.287016177,10422.968,1657370398.0,70.0,428402.0
44,44.0,50.84570833,6.269196667,159.8846345,19.13525889,-0.027618241,-45.0077428,48.9080307,0.314758078,10554.639,1657370529.0,70.0,428402.0
