,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.84658669,6.26803773,157.9153512,19.9791057,3.495321233,-43.90974998,48.36907915,0.313987687,2979.027,1657359655.0,70.0,419784.0
1,1.0,50.84629401,6.268102383,155.300658,20.52753928,-0.308213227,-43.47060062,48.07569275,0.335224401,3395.205,1657360071.0,70.0,419784.0
2,2.0,50.84631198,6.268091741,156.3342037,18.34941077,0.741298853,-44.69500405,48.32201914,0.289055524,3682.092,1657360358.0,70.0,419784.0
3,3.0,50.84626571,6.268076173,153.9736709,19.81627955,-2.062824181,-43.47340028,47.82237522,0.324107445,4181.898,1657360858.0,70.0,419784.0
4,4.0,50.84626571,6.268076173,155.4096583,19.57576833,-3.172628835,-43.26000911,47.59645315,0.336392153,4258.643,1657360934.0,70.0,419784.0
5,5.0,50.84626571,6.268076173,156.5983595,20.03304498,-0.250635021,-43.54162908,47.93189212,0.258755876,4338.268,1657361014.0,70.0,419784.0
6,6.0,50.84621281,6.268000193,156.951108,20.24321341,-0.846759496,-43.39300009,47.89167421,0.25943632,4424.822,1657361100.0,70.0,419784.0
7,7.0,50.84621061,6.267966345,157.1581741,20.70911086,2.659171677,-43.62676937,48.36982618,0.275207153,4537.759,1657361213.0,70.0,419784.0
8,8.0,50.84617263,6.267934579,158.4190124,19.74968788,-0.522406077,-43.72441374,47.9868933,0.340872138,4614.145,1657361290.0,70.0,419784.0
9,9.0,50.8461543,6.267904731,158.3529424,21.67083135,-0.791384111,-42.68696752,47.92790413,0.34501173,4698.192,1657361374.0,70.0,419784.0
10,10.0,50.84612442,6.267901576,157.9589137,23.39814592,0.11078952,-42.0961034,48.16307782,0.2974019,4774.578,1657361450.0,70.0,419784.0
11,11.0,50.84609505,6.267864977,158.3199675,24.55655098,-2.854171205,-40.50069253,47.45358391,0.285895339,4839.577,1657361515.0,70.0,419784.0
12,12.0,50.84605648,6.267802988,159.0106227,23.17354971,-2.508261936,-41.44449686,47.55190817,0.34457207,4909.598,1657361585.0,70.0,419784.0
13,13.0,50.84608785,6.267823841,160.0061874,19.48285209,-3.160474924,-43.44261306,47.71792325,0.288537197,4984.189,1657361660.0,70.0,419784.0
14,14.0,50.84602766,6.267790242,160.5747135,20.0466804,0.540883201,-43.97308044,48.33112166,0.285679738,5048.233,1657361724.0,70.0,419784.0
15,15.0,50.84600536,6.267757463,160.2141749,18.1793369,-3.457267659,-43.97412545,47.71075968,0.301434695,5119.778,1657361795.0,70.0,419784.0
16,16.0,50.8459756,6.267756924,159.4287601,23.82100239,1.934756211,-42.10255209,48.41414849,0.285564237,5174.907,1657361851.0,70.0,419784.0
17,17.0,50.84596134,6.267715047,157.7667535,23.7932509,-3.804767575,-41.04490269,47.61222278,0.291512288,5222.034,1657361898.0,70.0,419784.0
18,18.0,50.84596072,6.267675149,157.7422168,23.4435924,-0.490987134,-41.78309762,47.91460397,0.323157277,5276.088,1657361952.0,70.0,419784.0
19,19.0,50.8459315,6.267645214,158.825882,22.91785665,0.427509901,-42.14927815,47.98015507,0.287295723,5347.288,1657362023.0,70.0,419784.0
20,20.0,50.8459042,6.267634254,160.8249859,20.6928851,-1.991665128,-42.85554346,47.63282874,0.364135285,5440.133,1657362116.0,70.0,419784.0
21,21.0,50.84589408,6.267621202,157.378781,18.7398156,-2.280590977,-43.83294803,47.72669967,0.303318806,5508.565,1657362184.0,70.0,419784.0
