,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.846605,6.268018333,105.6875717,19.51867204,-0.373434687,-44.75352287,48.82801672,0.309246067,94.095,1657369502.0,70.0,439093.0
1,1.0,50.84644833,6.267681667,106.1874101,19.1817728,-0.568842555,-45.10851356,49.02595679,0.324649033,170.915,1657369579.0,67.0,439093.0
2,2.0,50.84620352,6.267133333,105.5871719,19.24582868,-0.164530675,-47.14881958,50.93105394,0.302845158,239.447,1657369647.0,69.0,439093.0
3,3.0,50.84598333,6.266745,108.6868896,19.67734767,-0.310576517,-44.87687154,49.00391456,0.294080101,299.735,1657369708.0,67.0,439093.0
4,4.0,50.84562833,6.266411667,107.7640226,19.61363915,0.79415082,-45.21195472,49.29552988,0.364647565,377.991,1657369786.0,70.0,439093.0
5,5.0,50.84519333,6.266226667,109.4853098,18.32178633,0.723736706,-46.94374377,50.44431465,0.82166363,495.424,1657369903.0,69.0,439093.0
6,6.0,50.8449,6.266458333,112.9844484,19.20494881,-1.029789742,-45.02522114,48.96796646,0.328350764,564.803,1657369973.0,70.0,439093.0
7,7.0,50.84436537,6.266901759,112.0328649,19.59039146,0.658638969,-44.92155228,49.09519315,0.511050853,654.485,1657370062.0,70.0,439093.0
8,8.0,50.84429167,6.267083333,110.8825687,18.74890097,-0.044517763,-45.06736038,48.81366536,0.271839167,712.249,1657370120.0,67.0,439093.0
9,9.0,50.84419167,6.267206667,111.0822464,20.18094161,2.042057713,-44.98840566,49.35733414,0.292472267,819.355,1657370227.0,70.0,439093.0
10,10.0,50.84426,6.267386667,110.6822955,19.31574021,1.947233787,-45.37534835,49.35849878,0.330167717,880.567,1657370288.0,66.0,439093.0
11,11.0,50.84437833,6.267813333,108.8823062,19.20652703,0.470881748,-45.26285771,49.17708359,0.338204947,961.874,1657370370.0,70.0,439093.0
12,12.0,50.84466333,6.268413333,108.2826086,19.0133982,-0.174573399,-45.15182866,48.99723745,0.294712596,1074.181,1657370482.0,70.0,439093.0
13,13.0,50.84490667,6.268756667,108.1829762,19.05887012,0.101451807,-44.92496474,48.80431865,0.3088087,1148.852,1657370557.0,68.0,439093.0
14,14.0,50.845095,6.269215,112.7831359,19.04510761,3.143572849,-45.23599013,49.25219212,0.466344101,1212.581,1657370620.0,63.0,439093.0
15,15.0,50.845235,6.269585,113.9832356,19.18832588,0.86429386,-45.05512398,48.99294718,0.353612643,1287.06,1657370695.0,69.0,439093.0
16,16.0,50.84546667,6.26974,114.9836967,19.47789035,0.460097256,-45.10203535,49.13572519,0.309598725,1366.967,1657370775.0,68.0,439093.0
17,17.0,50.84575833,6.269898333,112.1843011,19.14674727,0.453126463,-45.25142647,49.15467066,0.292332459,1463.713,1657370872.0,66.0,439093.0
18,18.0,50.84595935,6.269486296,111.7906108,18.94026097,-1.54138265,-44.92213516,48.78388988,0.321602371,1527.985,1657370936.0,70.0,439093.0
19,19.0,50.846265,6.268821667,113.3862269,18.69328616,-0.175360907,-45.79767267,49.47310285,0.311658651,1642.781,1657371051.0,67.0,439093.0
20,20.0,50.84647157,6.268356275,111.734088,19.46418617,-0.493579165,-45.04915892,49.08991503,0.306074185,1703.834,1657371112.0,67.0,439093.0
