,station,lat,lon,altitude,magx,magy,magz,mag_abs,mag_abs_std,time,unix_time,mag_count,student_id_list
0,0.0,50.84657696,6.268034553,148.202551,19.28128368,1.780591788,-43.8016668,47.8937688,0.342670486,31.386,1657369750.0,70.0,90895.0
1,1.0,50.84643335,6.268409935,152.109413,18.80464102,1.42905018,-44.11376157,47.97766179,0.395392992,89.438,1657369808.0,70.0,90895.0
2,2.0,50.84638218,6.268520128,152.5703105,19.67082691,2.504195169,-43.95457121,48.22389014,0.331625356,128.506,1657369847.0,70.0,90895.0
3,3.0,50.84633917,6.268589664,151.7671672,19.35303527,0.629568514,-44.04985166,48.12096427,0.310598373,524.055,1657370242.0,70.0,90895.0
4,4.0,50.84632235,6.268675926,152.6340325,18.7240633,0.54290365,-44.14506215,47.96116164,0.330068457,558.486,1657370277.0,70.0,90895.0
5,5.0,50.84625253,6.268770822,153.2470199,19.40630638,0.209068671,-43.85302664,47.95751245,0.341098177,596.779,1657370315.0,70.0,90895.0
6,6.0,50.84621864,6.26886516,152.6819841,20.62366496,1.545106401,-43.61638363,48.27359537,0.306046327,630.218,1657370349.0,70.0,90895.0
7,7.0,50.8462089,6.268910124,155.1065329,18.46067905,1.347521983,-44.29185655,48.00785054,0.325469551,968.648,1657370687.0,70.0,90895.0
8,8.0,50.84614879,6.269000406,152.6875571,20.07140375,1.838713636,-43.58244362,48.02110361,0.368454028,1018.019,1657370736.0,70.0,90895.0
9,9.0,50.84611775,6.269079682,152.9370864,20.42248173,2.212796657,-43.61623426,48.21439874,0.307233631,1067.125,1657370786.0,70.0,90895.0
